regio_level,Vuosi,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,2022-2024,p69730,Tunkkari (Veteli),Veteli,924,Työttömät (med.),62.24538852529231,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69730,Tunkkari (Veteli),Veteli,924,Kokonaislukema (med.),68.90118991615299,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69750,Sillanpää (Veteli),Veteli,924,Peruskoulutuksen omaavat (med.),93.08801260883814,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69750,Sillanpää (Veteli),Veteli,924,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),123.8421027863647,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69750,Sillanpää (Veteli),Veteli,924,Työttömät (med.),79.79032441202659,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69750,Sillanpää (Veteli),Veteli,924,Kokonaislukema (med.),98.9068132690765,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69820,Räyrinki (Veteli),Veteli,924,Peruskoulutuksen omaavat (med.),137.4647792783731,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69820,Räyrinki (Veteli),Veteli,924,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),112.858400349884,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69820,Räyrinki (Veteli),Veteli,924,Työttömät (med.),68.30363303083094,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69820,Räyrinki (Veteli),Veteli,924,Kokonaislukema (med.),106.20893755302934,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69830,Pulkkinen (Veteli),Veteli,924,Peruskoulutuksen omaavat (med.),133.5680743481099,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69830,Pulkkinen (Veteli),Veteli,924,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),134.3617456741535,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69830,Pulkkinen (Veteli),Veteli,924,Työttömät (med.),65.8497740748937,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69830,Pulkkinen (Veteli),Veteli,924,Kokonaislukema (med.),111.25986469905236,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69850,Patana (Veteli),Veteli,924,Peruskoulutuksen omaavat (med.),119.6440159771875,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69850,Patana (Veteli),Veteli,924,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),115.0745767321045,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69850,Patana (Veteli),Veteli,924,Työttömät (med.),84.6371743557842,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69850,Patana (Veteli),Veteli,924,Kokonaislukema (med.),106.45192235502539,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69910,Kivikangas (Perho),Perho,584,Peruskoulutuksen omaavat (med.),194.6504116162533,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69910,Kivikangas (Perho),Perho,584,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),252.6507104285153,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69910,Kivikangas (Perho),Perho,584,Työttömät (med.),128.3606354129905,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69910,Kivikangas (Perho),Perho,584,Kokonaislukema (med.),191.8872524859197,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69920,Oksakoski-Kivikangas (Perho),Perho,584,Peruskoulutuksen omaavat (med.),139.4162801659362,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69920,Oksakoski-Kivikangas (Perho),Perho,584,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),133.1738390481161,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69920,Oksakoski-Kivikangas (Perho),Perho,584,Työttömät (med.),66.9187367225445,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69920,Oksakoski-Kivikangas (Perho),Perho,584,Kokonaislukema (med.),113.16961864553225,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69950,Perho Keskus-Salamajärvi (Perho),Perho,584,Peruskoulutuksen omaavat (med.),139.2494707601355,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69950,Perho Keskus-Salamajärvi (Perho),Perho,584,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),115.3748325989948,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69950,Perho Keskus-Salamajärvi (Perho),Perho,584,Työttömät (med.),109.8209582150386,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69950,Perho Keskus-Salamajärvi (Perho),Perho,584,Kokonaislukema (med.),121.48175385805631,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69980,Möttönen (Perho),Perho,584,Peruskoulutuksen omaavat (med.),114.1866132934457,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69980,Möttönen (Perho),Perho,584,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),89.95151207282397,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69980,Möttönen (Perho),Perho,584,Työttömät (med.),71.21057152511196,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p69980,Möttönen (Perho),Perho,584,Kokonaislukema (med.),91.78289896379387,18,Keski-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p70100,Kuopio Keskus (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),61.37326987904961,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70100,Kuopio Keskus (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),94.12612705389013,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70100,Kuopio Keskus (Kuopio),Kuopio,297,Työttömät (med.),110.8813669981295,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70100,Kuopio Keskus (Kuopio),Kuopio,297,Kokonaislukema (med.),88.79358797702308,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70110,Etu-Niirala (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),62.31256812783737,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70110,Etu-Niirala (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),117.0653323219185,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70110,Etu-Niirala (Kuopio),Kuopio,297,Työttömät (med.),124.6297833892781,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70110,Etu-Niirala (Kuopio),Kuopio,297,Kokonaislukema (med.),101.33589461301132,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70150,Neulamäki (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),93.10479404797832,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70150,Neulamäki (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),145.0414306263747,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70150,Neulamäki (Kuopio),Kuopio,297,Työttömät (med.),190.0653935355944,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70150,Neulamäki (Kuopio),Kuopio,297,Kokonaislukema (med.),142.73720606998248,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70200,Puijonlaakso (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),60.31564723517135,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70200,Puijonlaakso (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),123.6664488535614,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70200,Puijonlaakso (Kuopio),Kuopio,297,Työttömät (med.),95.40188039706928,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70200,Puijonlaakso (Kuopio),Kuopio,297,Kokonaislukema (med.),93.127992161934,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70210,Kuopion Keskussairaala-alue (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),199.9767988743592,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70210,Kuopion Keskussairaala-alue (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),80.49374796581928,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70210,Kuopion Keskussairaala-alue (Kuopio),Kuopio,297,Työttömät (med.),0,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70210,Kuopion Keskussairaala-alue (Kuopio),Kuopio,297,Kokonaislukema (med.),93.4901822800595,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70240,Niuvaniemen Sairaala-alue (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),172.1327718527041,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70240,Niuvaniemen Sairaala-alue (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),206.2235073795481,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70240,Niuvaniemen Sairaala-alue (Kuopio),Kuopio,297,Työttömät (med.),65.87877946258989,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70240,Niuvaniemen Sairaala-alue (Kuopio),Kuopio,297,Kokonaislukema (med.),148.07835289828068,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70260,Julkula (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),49.49217930780281,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70260,Julkula (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),57.71322410459172,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70260,Julkula (Kuopio),Kuopio,297,Työttömät (med.),82.45301834548255,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70260,Julkula (Kuopio),Kuopio,297,Kokonaislukema (med.),63.21947391929236,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70280,Länsi-Puijo (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),73.48884435957167,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70280,Länsi-Puijo (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),93.93350895277332,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70280,Länsi-Puijo (Kuopio),Kuopio,297,Työttömät (med.),156.8920669434731,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70280,Länsi-Puijo (Kuopio),Kuopio,297,Kokonaislukema (med.),108.10480675193936,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70300,Linnanpelto (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),42.15405255291409,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70300,Linnanpelto (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.41466523629919,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70300,Linnanpelto (Kuopio),Kuopio,297,Työttömät (med.),98.72291635024531,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70300,Linnanpelto (Kuopio),Kuopio,297,Kokonaislukema (med.),72.09721137981954,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70340,Inkilänmäki (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),77.09082350713233,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70340,Inkilänmäki (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),95.34081186010526,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70340,Inkilänmäki (Kuopio),Kuopio,297,Työttömät (med.),164.3493982693254,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70340,Inkilänmäki (Kuopio),Kuopio,297,Kokonaislukema (med.),112.260344545521,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70400,Kettulanlahti (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),51.6553460064103,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70400,Kettulanlahti (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),57.55586012391164,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70400,Kettulanlahti (Kuopio),Kuopio,297,Työttömät (med.),106.6672077875596,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70400,Kettulanlahti (Kuopio),Kuopio,297,Kokonaislukema (med.),71.95947130596052,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70420,Päiväranta (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),66.43942484482504,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70420,Päiväranta (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.84981238248574,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70420,Päiväranta (Kuopio),Kuopio,297,Työttömät (med.),103.6793415728306,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70420,Päiväranta (Kuopio),Kuopio,297,Kokonaislukema (med.),81.32285960004712,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70460,Saarijärvi (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),98.34179369468289,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70460,Saarijärvi (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),113.2847041030605,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70460,Saarijärvi (Kuopio),Kuopio,297,Työttömät (med.),194.7098509882987,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70460,Saarijärvi (Kuopio),Kuopio,297,Kokonaislukema (med.),135.44544959534736,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70500,Männistö (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),87.67239592086949,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70500,Männistö (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),101.7406239619816,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70500,Männistö (Kuopio),Kuopio,297,Työttömät (med.),176.7848543215994,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70500,Männistö (Kuopio),Kuopio,297,Kokonaislukema (med.),122.06595806815017,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70600,Niirala-Huuhanmäki (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),56.32602747051853,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70600,Niirala-Huuhanmäki (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),126.9140453138564,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70600,Niirala-Huuhanmäki (Kuopio),Kuopio,297,Työttömät (med.),105.6850310576192,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70600,Niirala-Huuhanmäki (Kuopio),Kuopio,297,Kokonaislukema (med.),96.30836794733138,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70620,Haapaniemi (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),78.85830039655075,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70620,Haapaniemi (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),95.79937914864195,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70620,Haapaniemi (Kuopio),Kuopio,297,Työttömät (med.),122.7801850015178,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70620,Haapaniemi (Kuopio),Kuopio,297,Kokonaislukema (med.),99.1459548489035,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70700,Särkiniemi (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),77.27803299341295,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70700,Särkiniemi (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),112.5075675025782,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70700,Särkiniemi (Kuopio),Kuopio,297,Työttömät (med.),131.9564554369168,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70700,Särkiniemi (Kuopio),Kuopio,297,Kokonaislukema (med.),107.247351977636,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70780,Jynkkä (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),72.3487888685325,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70780,Jynkkä (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),81.85862411831256,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70780,Jynkkä (Kuopio),Kuopio,297,Työttömät (med.),112.8493632363161,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70780,Jynkkä (Kuopio),Kuopio,297,Kokonaislukema (med.),89.01892540772037,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70800,Pitkälahti (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),45.25709439182729,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70800,Pitkälahti (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),57.82763119860475,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70800,Pitkälahti (Kuopio),Kuopio,297,Työttömät (med.),96.1803067441248,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70800,Pitkälahti (Kuopio),Kuopio,297,Kokonaislukema (med.),66.42167744485228,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70820,Litmanen (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),69.4109553809331,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70820,Litmanen (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.6077195552827,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70820,Litmanen (Kuopio),Kuopio,297,Työttömät (med.),136.860202851177,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70820,Litmanen (Kuopio),Kuopio,297,Kokonaislukema (med.),93.62629259579761,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70840,Jynkänmäki (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),37.45202949879117,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70840,Jynkänmäki (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),61.87494547472168,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70840,Jynkänmäki (Kuopio),Kuopio,297,Työttömät (med.),67.1593465845048,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70840,Jynkänmäki (Kuopio),Kuopio,297,Kokonaislukema (med.),55.49544051933922,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70870,Hiltulanlahti (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),53.54053551882448,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70870,Hiltulanlahti (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),70.8257576170918,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70870,Hiltulanlahti (Kuopio),Kuopio,297,Työttömät (med.),74.95781146694804,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70870,Hiltulanlahti (Kuopio),Kuopio,297,Kokonaislukema (med.),66.44136820095477,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70900,Toivala (Siilinjärvi),Siilinjärvi,749,Peruskoulutuksen omaavat (med.),46.16097344546898,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70900,Toivala (Siilinjärvi),Siilinjärvi,749,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),56.16644856462798,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70900,Toivala (Siilinjärvi),Siilinjärvi,749,Työttömät (med.),68.25760201493087,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70900,Toivala (Siilinjärvi),Siilinjärvi,749,Kokonaislukema (med.),56.86167467500928,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70910,Vuorela (Siilinjärvi),Siilinjärvi,749,Peruskoulutuksen omaavat (med.),64.52645823786276,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70910,Vuorela (Siilinjärvi),Siilinjärvi,749,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),64.54072871635493,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70910,Vuorela (Siilinjärvi),Siilinjärvi,749,Työttömät (med.),95.4842917806782,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70910,Vuorela (Siilinjärvi),Siilinjärvi,749,Kokonaislukema (med.),74.85049291163196,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70940,Jännevirta (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),60.39799603004432,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70940,Jännevirta (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.79411493182087,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70940,Jännevirta (Kuopio),Kuopio,297,Työttömät (med.),51.29139187502327,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p70940,Jännevirta (Kuopio),Kuopio,297,Kokonaislukema (med.),62.16116761229615,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71130,Kortejoki (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),82.8897380825232,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71130,Kortejoki (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.94972767878936,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71130,Kortejoki (Kuopio),Kuopio,297,Työttömät (med.),113.1854300137893,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71130,Kortejoki (Kuopio),Kuopio,297,Kokonaislukema (med.),90.6749652583673,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71150,Vartiala (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),88.25219521530059,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71150,Vartiala (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),95.64628358384924,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71150,Vartiala (Kuopio),Kuopio,297,Työttömät (med.),115.4760591049436,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71150,Vartiala (Kuopio),Kuopio,297,Kokonaislukema (med.),99.79151263469781,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71160,Riistavesi (Kuopio),Kuopio,297,Peruskoulutuksen omaavat (med.),82.36833254583165,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71160,Riistavesi (Kuopio),Kuopio,297,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),83.07952644179805,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71160,Riistavesi (Kuopio),Kuopio,297,Työttömät (med.),112.049322538581,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71160,Riistavesi (Kuopio),Kuopio,297,Kokonaislukema (med.),92.49906050873689,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71170,Laukka-aho (Tuusniemi),Tuusniemi,857,Peruskoulutuksen omaavat (med.),104.2220446838809,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71170,Laukka-aho (Tuusniemi),Tuusniemi,857,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),125.6669273118764,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71170,Laukka-aho (Tuusniemi),Tuusniemi,857,Työttömät (med.),120.4428707977792,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71170,Laukka-aho (Tuusniemi),Tuusniemi,857,Kokonaislukema (med.),116.77728093117882,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71200,Tuusniemi Keskus (Tuusniemi),Tuusniemi,857,Peruskoulutuksen omaavat (med.),119.4999725520089,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71200,Tuusniemi Keskus (Tuusniemi),Tuusniemi,857,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),116.6955457903897,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71200,Tuusniemi Keskus (Tuusniemi),Tuusniemi,857,Työttömät (med.),91.58189631951943,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71200,Tuusniemi Keskus (Tuusniemi),Tuusniemi,857,Kokonaislukema (med.),109.25913822063934,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71210,Tuusjärvi (Tuusniemi),Tuusniemi,857,Peruskoulutuksen omaavat (med.),87.94919096708334,13,Pohjois-Savon hyvinvointialue
Postinumeroalueet,2022-2024,p71210,Tuusjärvi (Tuusniemi),Tuusniemi,857,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),121.1786152697007,13,Pohjois-Savon hyvinvointialue
